Review,date,Location
"Everything was well maintain and Shuttle Drivers were great at getting us to parks to enjoy time at Disney World.
  
  Read more
  Read less",2019-1-4,
"Nice Hotel with lots of amenities and activities to enjoy without having to leave the resort
  
  Read more
  Read less",2019-1-4,
"the bar area is a great compliment to the big pool. love that water surrounds most of the bar. only thing the outside bar area needs is more tvs. there are great spots that you could put smart TVs for games and children viewing.
  
  Read more
  Read less",2019-1-4,
"Beautiful resort with many pools and great maintenance
  
  Read more
  Read less",2019-1-4,
"Left after 1 hour and having 2 room changes, room was cramped, dirty and we refused to stay even for 1 night, reception staff would not refund room even though we checked out after 1 hour!
 
 Would not recommend
  
  Read more
  Read less",2019-1-4,
"Right next to the Garden so it is very convenient. Rooms are very small and it is a no frills hotel. The price is reasonable. 
  
  Read more
  Read less",2019-1-4,
"We had a wonderful view. The room was nice. It was a mix of modern and vintage. The service was very quick. You have to present your key before you can go on the elevators which is nice for security purposes. We were able to walk to everything so the location was good. 
  
  Read more
  Read less",2019-1-4,
"Previously stayed here but will not be returning! Hotel staff are extremely rude. Awful experience
  
  Read more
  Read less",2019-1-4,
"The location is perfect and the history of the building makes it unique. It has the attached Diner which was good too! Service was outstanding at check in and they were very friendly and helpful!
  
  Read more
  Read less",2019-1-4,
"Very good location. Close to time square and Empire State Building.
  
  Read more
  Read less",2019-1-4,
"Great location, friendly and knowledgeable staff. Would recommend to friends and family.
  
  Read more
  Read less",2019-1-4,
"Whyndam Garden is a building separate from the main tower, that info is nowhere. The rooms on that building are old, motel looking.
  
  Read more
  Read less",2019-1-4,
"Staff was wonderful, but hotel room had a bit of a strange smell. The shower diverter and shower head also were not functioning well.
  
  Read more
  Read less",2019-1-4,
"Booked a double. Was given king suite which is fine. But when I went into room the room had not been clean. Tissues everywhere and a cup whiskey on the counter. Asked worker if someone could run through quickly just to clean it up. 3 min to clean max. And she was very rude about it. I understand there was no house keeping available but it should not be my job to clean the last guests mess or have my reservation cancelled because that�s the two options I was given. Security guard was nice enough to help me clean it.
  
  Read more
  Read less",2019-1-4,
"Over booked when I arrived, they Tryied to relocate all the way in downtown, lost my time and money.
  
  Read more
  Read less",2019-1-4,
"Everything about this hotel is Superb! Perfect location near Disney. Easy to walk to. The rooms were clean and modern and the bed was one of the most comfortable I�ve ever slept in. The staff was very friendly and helpful. This was our first stay there but we will always return to Wyndham Anaheim when visiting Disney!
  
  Read more
  Read less",2019-1-4,
"Great location im Irvine , near to freeway 405 and 55. Highly recommended.
  
  Read more
  Read less",2019-1-4,
"we were only there a few hours. it was great...We checked in at 1 am and left at 11:30 am. clean and great service
  
  Read more
  Read less",2019-1-4,
"Location is great! Walking distance to most entertainment and plenty of restaurants. Area felt safe for families. My only complaint relates the mattress we got. It had a huge indentation, showing its age. My husband did not enjoy his sleep at all. The black outs in the room also had some damage. The hotel grounds and lobby are pretty sharp. The interior of the guestrooms could benefit from some updating, also. 
  
  Read more
  Read less",2019-1-4,
"It was pretty...however after driving 17 hours the lady at the check in was quite rule. When we informed it was through Expedia she said, ""Oh, so 1st or 2nd level because we don't provide elevators"", she did not welcome us, she didn't even smile. She gave us the key cards and that was it. Then the doors in each room had to be shut so hard they would wake everyone up. Wouldn't stay there again.
  
  Read more
  Read less",2019-1-4,
"Slightly dissatisfied with room. Outside space is very nice
  
  Read more
  Read less",2019-1-4,
"nice location and hotel pool and hotel staff were very friendlly
  
  Read more
  Read less",2019-1-4,
"Very expensive for one night. I know it is Orlando but I wouldn't stay there again and pay that price. We ate at the restaurant and the minimum priced item on the menu was $46. A manhattan was $11. A meal for two was $150.00
  
  Read more
  Read less",2019-1-3,
"The location of this hotel for attending shows at Madison Square Garden makes this a perfect choice!
  
  Read more
  Read less",2019-1-3,
"They put us in the sunrise side and it was old and outdated. Room was facing the parking lot and hotel plaza blvd. noise was a concern and the accommodation was average at best
  
  Read more
  Read less",2019-1-3,
"The room was super small to move around and costly for amenities
  
  Read more
  Read less",2019-1-3,
"I paid for breakfast on Hotels.Com but the hotel staff had a hard time to find it on the email reservation and finally found it but in the morning the hotel restaurant told me they don�t have my name down for breakfast 
 It was embarrassing 
 At least I requested a refund 
 Salah Hamed 
  
  Read more
  Read less",2019-1-3,
"The hotel lobby is nice, the rooms need updating. The wall paper and carpet need replacement. The water saving toilet needed more pressure to work properly. Energetic, welcoming staff at checkin and checkout. Friendly housekeeping staff
  
  Read more
  Read less",2019-1-3,
"My stay was ok. The place is out dated and can use a re model. They did up grade me to a suite so that was nice. I did find a roach by the sliding door.. Thank god it was dead. I let the front desk know. They also charged me an extra 87 and some change in error. They said it was a computer glitch.
  
  Read more
  Read less",2019-1-3,
"Amazing experience. Staff were helpful and check in was efficient. My room had an amazing view of Manhattan.
  
  Read more
  Read less",2019-1-3,
"Stayed here for two nights and it was pretty much as expected. Great value for the price. The room was clean and pleasant. 
 
 
  
  Read more
  Read less",2019-1-3,
"Room was not cleaned when I checked in very disappointed with my stay and I've stayed there many times. Will not anymore.
  
  Read more
  Read less",2019-1-3,
"Staff very polite and helpful. Room was very clean. Highly recommend.
  
  Read more
  Read less",2019-1-3,
"Toilet was loose - shower head leaked- towels were very stiff - noisy neighbors - poor view - overall the amenities and maintenance need to be tuned up.
  
  Read more
  Read less",2019-1-3,
"Poor clean services, no shutter bus to the parks..
  
  Read more
  Read less",2019-1-3,
"The pictures make the resort seem alot nicer than it is.
  
  Read more
  Read less",2019-01-03,
"Very disappointed,we have to change room,the next one a little better,cleaning and odor was the worse
  
  Read more
  Read less",2019-01-03,
"Everything was amazing. Would highly recommend to friends and family
  
  Read more
  Read less",2019-01-03,
"I like all the facilitys an the personal the place was excelente.
  
  Read more
  Read less",2019-01-03,
"best hotel ever in the middle of everything, nice and clean, lots of fun around it, all we need is in there
  
  Read more
  Read less",2019-01-03,
"Love being able to drive to the room without having to go through the lobby. Checkin is extremely slow.
  
  Read more
  Read less",2019-01-03,
"Muy buena experiencia. Lo recomiendo
  
  Read more
  Read less",2019-01-03,
"Bueno, excelente ubicaci�n! Tremenda limpieza y excelente servicio
  
  Read more
  Read less",2019-01-03,
"Very nice. 
  
  Read more
  Read less",2019-01-02,
"Great place to stay . Kids had a blast with all the pools . Staff was great . Free transportation to Disney was a plus
  
  Read more
  Read less",2019-01-02,
"We only stayed one night as we had an overnight layover. The staff and shuttle driver were friendly enough. My son really loved Monte. The hotel room itself was very run down. The chair was falling apart, the paint was peeling and the room smelled musky. I was afraid to touch anything and seriously considered finding another place to stay even though it was 1 in the morning. I did not feel comfortable or safe at all with my two small children (3 year old and 8 week old). I could not wait to leave that place in the morning and hope I didn�t pick up any bed bugs. This hotel is the type of place that drug deals go down in-at least it felt that way. 
  
  Read more
  Read less",2019-01-02,
"All the staff were amazing and so nice. The property was in great shape. I will always stay here from now on.
  
  Read more
  Read less",2019-01-02,
"Excelente ubicaci�n y c�ntrico con varias tiendas alrededor para poder hacer compras. 
 Lo mejor esta a tres cuadras del Empire State
  
  Read more
  Read less",2019-01-02,
"Me gust� el hotel, muy buena localizacion si vas en plan tur�stico, la habitaci�n muy limpia aunque era estrecha. 
 En cuanto al servicio de los restaurante me pareci� muy malo, desatentos, demorado, personal super descort�s. 
  
  Read more
  Read less",2019-01-02,
"H�tel tr�s bien situ�, pas loin de Times Square , 5 mn d Empire State Building Subway juste � c�t�, 5mn du magasin Macy�s Madison Square Garden en face
  
  Read more
  Read less",2019-01-02,
"good location in Nyc, will definitely recommend it.
  
  Read more
  Read less",2019-01-02,
"Excelente ubicaci�n para visitar los parques de Disney y Disney Springs / DowntownDisney a unos cuantos pasos.
  
  Read more
  Read less",2019-01-02,
"We only stayed in the room from 1am-11am and oh boy was it eventful. The Privacy door to the bathroom doesn�t close, No working ice machine on 2,3,4, the Shower didn�t turn off completely and flooded bathroom at 3am, Toilet didn�t work had to fix myself, Opaque curtains didn�t fully shut leaving a nice 3 foot gap and basically 0 privacy. Granted we didn�t call the front desk, but it was also 3am on NYE.
  
  Read more
  Read less",2019-01-02,
"Have stayed here many times and while an older hotel it is pretty well maintained and all hotel staff provide good customer service..
  
  Read more
  Read less",2019-01-02,
"La estancia estuvo muy bien, solo la caja fuerte estaba en la parte de arriba del closet, algo dif�cil de accesar para alguien que mide 1.75m
  
  Read more
  Read less",2019-01-02,
"Everything was great, will definitely stay there again. Quick walk to Disneyland. Friendly Staff, room was amazing! Got the King Suite it had a nice big tv compared to other hotels, loved the huge tub. The tub is what made me want to stay there. 
  
  Read more
  Read less",2019-01-02,
"It's close to outlet mall and there are free shuttle to get there and airport. 
 Charge for parking.
  
  Read more
  Read less",2019-01-02,
"Good location, friendly staff , clean room.Room service was excellent,
  
  Read more
  Read less",2019-01-02,
"The room was very hot. The air didn�t seem to work well. We were gone from 8-330 and no one ever came to clean the room. 
  
  Read more
  Read less",2019-01-02,
"I really enjoyed the fact that this property was right in the heart of International Drive. However, the property is not what it seems. While staying there, the cable was out. When contacting the front desk, you have to call multiple times for someone to pick up. The property sits in the open, seeing as it is made up of multiple buildings. There is no elevator, so if you are on the second floor of the building, you must carry your bags up to two-theee flights of stairs. It is loud, the doors, rooms and property is outdated. Doors continuously slam all night, the walls are thin to the point where you can hear into your neighbors room. There is no security on the property so since the gates do not lock and are not controlled accessed, anyone can walk up to your room door. The front desk is not really as helpful and this property is extremely outdated, including the beds, furniture in the rooms as well as simple things like the blow dryers. I would not stay here.
  
  Read more
  Read less",2019-01-02,
"The nightly rate was way over over priced for the room type. Very small room that had a stain on the chairs and the pillow cases smelled like wet laundry. I was in a room that was next to the ice machine and you can hear every time someone would go for ice. It�s hard to find a nice place in Orlando to stay for a good price anyway but to be spend a lot on a next to nothing room like this is outrageous
  
  Read more
  Read less",2019-01-02,
"Great location to walk to restaurants and shoppes, big property , lots of places close by. Nice pool and walkable areas
  
  Read more
  Read less",2019-01-02,
"Cleaning staff very inefficient 
  
  Read more
  Read less",2019-01-02,
"Es el peor Resort que he comprado en Expedia, la habitaci�n ol�a s�per mal!!! Fue terrible mi estad�a, deber�an devolver el dinero!!!!
  
  Read more
  Read less",2019-01-02,
"This hotel was disgusting. It smelt muggy and gross, there was brown residue on the bathroom door, the shower and sheets weren�t clean.
  
  Read more
  Read less",2019-01-02,
"Pagamos por hospedarnos en el hotel 10 d�as y 9 noches.
 El aire acondicionado no funciona bien, hace mucho ruido y es imposible dormir.
 Lo reportamos pero nunca lo repararon.
 Se escucha todo de las habitaciones de al lado. Imposible descansar si en la habitaci�n contigua est�n hablando.
 De 6 noches que hemos estado hasta el momento, en cuatro ocasiones no limpiaron la habitaci�n. En las dos �nicas oportunidades que lo hicieron, el suelo segu�a sucio.
 Todos los d�as cuando llegamos de los parques llamamos para reportar que la habitaci�n estaba sucia y no ten�amos toallas; la respuesta es que lo sienten mucho y que la �nica forma de ayudarnos es enviarnos toallas.
 Muy mal servicio al cliente.
 Es un hotel que ni solo para dormir funciona porque no se puede descansar.
  
  Read more
  Read less",2019-01-02,
"Great stay. Local area is perfect in proximity of theme parks. Shuttle times not that great but $9 to uber anywhere. Bathroom could have been cleaner
  
  Read more
  Read less",2019-01-01,
"Doskonala obsluga pyszny burger w barze hotelowym. Dobry wybor win. Dobry wyjazd z Orlando na kierunek KSC
  
  Read more
  Read less",2019-01-01,
"We had a great time staying at Wyndham! The rooms and amenities were clean and very nice, the pools and hot tubs were wonderful and we enjoyed them very much. My daughter loved the waterslide and we all loved the convenience of having a bar/grill next to the pool! Overall, everything was very nice and we enjoyed our stay a lot! Thank you.
  
  Read more
  Read less",2019-01-01,
"P�sima experiencia, el aseo de las habitaciones lo hacen cuando quieren, no cambian sabanas frecuentemente y si una reclama se enojan. Solo una persona del aseo y mediante petici�n expresa se preocup� un d�a de los 12 que estuvimos mi familia y yo hospedados a hacer aseo general.,no pienso volver a ese hotel.
  
  Read more
  Read less",2019-01-01,
"Not the best location, but the hotel is solid. In good condition, good service, nice roof top bar. For the price matches the hotel. 
  
  Read more
  Read less",2019-01-01,
"Perfectly located for accessing all of the major attractions & sites. Being adjacent to penn station makes it easy finding your way back as well. The hotel is a charming treasure and Wyndham has beautifuly preserved its originality. Form checkin through checkout the staff was more than friendly & helpful. Room was cozy, clean, & comfortable. Shower was excellent water temperature was fully adjustable as well as the heat & air conditioning. We selected a view room & could not have been more pleased. Thank you for a wonderful New Year�s Eve stay.
  
  Read more
  Read less",2019-01-01,
"very large rooms for nyc. very easy access to madison square garden
  
  Read more
  Read less",2019-01-01,
"My room had a great view of MSG and the Empire State Building. I liked the staff alot
  
  Read more
  Read less",2019-01-01,
"Great price for the area! Convenient to get to the parks! Staff was very pleasant! Bathrooms need updating!
  
  Read more
  Read less",2019-01-01,
"Very dirty, dusty, muggy rooms. This hotel needs major updates. The only plus was the service at front desk they were very nice
  
  Read more
  Read less",2019-01-01,
"The annex rooms (non-tower) are extremely dated. Not much to say other than it's fine if you are just looking for a place to sleep at night and easy access to Disney Spring. The mini-mart on site is extremely expensive (like Disney Park prices) so advisable to stock up on supplies before arriving to the hotel (drinks, etc). There's a large fridge in the rooms which is nice and the fitness center is actually pretty decent. The pool area was very clean and played great music, was never too crowded (though the temps were low 70s while there). 
  
  Read more
  Read less",2019-01-01,
"It was close to our daughter's home.. We have stayed here before. I noticed they did not provide a hair dryer. That is a nice amenity. Beds are compfy, room was. Quiet.
  
  Read more
  Read less",2019-01-01,
"Worth the price, friendly staff, good environment, big room space
  
  Read more
  Read less",2019-01-01,
"The pictures on the website/ any hotels.com etc. platform are completely misleading. The room was over half the size of the photos, the bathroom was a quarter of the size advertised, the curtains were incredibly dusty, there was no fridge, no games console, no iPod dock as promised/ advertised. Daily housekeeping was dreadful, the same dirty pillow cases were just turned over every day, the duvets supplied were dirty, we were told we'd been ""upgraded"" to a King bed deluxe, which is even more alarming considering the size of the room was half that advertised of a Queen bed deluxe room. The room had a door leading to the next room in the room despite this apparently only being available ""if asked for"", you could hear everything the other guests were saying, even if a cough as the room is so small and walls are so thin the bed is right by the other guest's door. The waiter monitoring breakfast was incredibly rude and aggressive; especially if he feels you aren't going to tip him what he wants. The only good thing about the hotel was the location, but I'm sure you could get another hotel for the same price and the same distance to the main ""times square"", (probably can get one right by ""times square"") which actually gives you the value of the money you paid and service advertised/ entitled to for a 4.5* hotel. The doors in the room leading to the bathroom had chunks taken out of it, the bed also had chunks missing from the frame, it is NOT a luxury hotel.
  
  Read more
  Read less",2019-01-01,
"This is the third time I am staying in this hotel. Good location, vallet as well as street parking is available. Rooms are nice and comfortable. A fitness center is there too. The only thing I missed is a microwave. NO microwave in the room.
  
  Read more
  Read less",2019-01-01,
"The actual hotel is very ugly.. the rooms are small but manageable. Bathroom could be bigger. My wife and I woke up with bites on our ankles. Itching all morning. 
  
  Read more
  Read less",2019-01-01,
"The entire staff could not have been nicer or more helpful. We got in early - 10:30 AM and check in was 3 or 4 PM. I only asked if we could check in our baggage and than return at appropiate time to check into our room. They said if we have an available room you can check in NOW. They did and it was wonderful to freshen up after a cross country Red Eye flight. Awesome and the rest of the stay including there excellent breakfast was just wonderful. We will be back !!!!
  
  Read more
  Read less",2019-01-01,
"The area is great, however I didn't like how money was automatically taken from my account without my knowledge. I understand that security deposits are a must, but it would've been better to have them ask me once I checked in rather than it already being taken out of my account. They should have options for guest on how they would want to pay the security deposits. The upkeep of the hotel could be much better. Overall it was an okay experience.
  
  Read more
  Read less",2019-01-01,
"Pleasant front desk, cleanliness. Pool would have maintained better.
  
  Read more
  Read less",2019-01-01,
"the resort was nice, but we couldn't control the temperature in our room (broken thermostat) and a number of lights didn't work. 
  
  Read more
  Read less",2019-01-01,
"Disappointing as a Wyndham Property. Ants throughout unit. Window shade tattered and torn, musty smelling. Very pricey B rate lower end property.
  
  Read more
  Read less",2019-01-01,
"Cucarachas en el cuarto!!! Muy desagradable!
  
  Read more
  Read less",2019-01-01,
"It was ok I didn't love it but it was not bad. Wish it had more things for the young children. Wish the pool was nicer wish it had more sun light to close to other buildings.
  
  Read more
  Read less",2018-12-31,
"it was comfortable and enjoyable. staff was great
 
  
  Read more
  Read less",2018-12-31,
"Hotel was so dirty we bought our own towels, and bought slippers to use for shower. The bathtub was clogged. Towels were stained. It was the nastiest! We paid $300!!!!! Terrible! Only stayed 1 night. NEVER AGAIN!
  
  Read more
  Read less",2018-12-31,
"The hotel is in a nice place, close to almost everything. The staff (exempt the staff in front desk) were not very helpful. The rooms are in desperate need of a renovation. The hotel cut off the WiFi in the room the day of check out and charge you 2 dollars per bag for them to keep in storage. I don�t understand the service (or rather lack of service). I was not happy with the stay at all.
  
  Read more
  Read less",2018-12-31,
"First time to New York. Everything was gret. The shower was a little crazy with the shower head and pressure.
  
  Read more
  Read less",2018-12-31,
"Loved it at the New Yorker! Very Nice stay, staff and service was excellent!
  
  Read more
  Read less",2018-12-31,
"Corridors and actual rooms are not part of Wyndham hotel.
 It says Disney resort hotel but actual resorts are somewhere else part of their promotional package.
  
  Read more
  Read less",2018-12-31,
"It had a modern vibe. The staff was very accommodating when we requested a microwave oven. The distance from Times Square was further than expected. There was mold in the bathroom and floor in bedroom was dusty. The housekeeping staff opened our door without knocking first.
  
  Read more
  Read less",2018-12-31,
"There was a radiator making noise all night and I couldn�t sleep. I also got in the shower only to discover that the shampoo dispensers had not been refilled so I had no toiletries to clean with. The hotel staff was not very nice and I found out I paid $400 a night for a hotel that is ordinarily $160 that just happened to be sold out on the two nights I was there. Overall terrible value for the money.
  
  Read more
  Read less",2018-12-31,
"The hotel is non-smoking; however, there was someone smoking in their room every night that I stayed there. I called management, but I don't think it was taken care of. Rooms are decent, but the one I stayed in was quite small. There wasn't space to put out clothes. On the upside, staff are very friendly and courteous.
  
  Read more
  Read less",2018-12-31,
"Perfect! Staff and service are awesome. Convenient location, amenities and nearby necessities. Would stay here again.
  
  Read more
  Read less",2018-12-31,
"Our room smelled like mildew. So awful we left without showering yesterday morning.
  
  Read more
  Read less",2018-12-31,
"Las habitaciones muy bien, el hotel por afuera se ve sucio, podria estar mejor
  
  Read more
  Read less",2018-12-31,
"The lobby was located far from where our room was. So, if you needed microwave you would have to drive to lobby. The parking lot was connected to a gas station which was very busy and cars went extremely fast thru the at some times one lane parking lot. The bathroom had hair in the shower when we checked in. When we needed to get in touch with the lobby, we most of the time couldn't get thru to them. Our last night there our key wouldn't work to let us in the main hall. My husband called the lobby to tell them. We had to wait outside for approximately 20 minutes for them to come let us in. We were on second floor there are not elevators, which is challenging carrying luggage. The staff at check-in were very friendly and housekeeping staff were very nice. 
  
  Read more
  Read less",2018-12-31,
"We waited 40 minutes in line to simply get checked in. I could totally understand this for it was Christmas eve. However, the rest of the evening unfold more surprises. Our room's door would not close unless you smash it. And it's hard to tell by looking. So we went dinner for a whole 2 hour, not knowing the door is actually open. The AC in our room is intentionally locked and could not be turned on until the mechanic came by. The fire alarm beeped all through the night for low battery. We called the front desk about it, but no one showed up that night. Above all, it is not a decent resort, but merely a motel locates at the side of a road.
  
  Read more
  Read less",2018-12-31,
"great location 
 but 
 phone was not working and no one fixed it.
 no one helped me with the luggages even they said that they will send someone 
 the condition of the resort needs work and improvements. its old!
  
  Read more
  Read less",2018-12-31,
"Muy bueno muy buena localizaci�n y cerca de todo.
  
  Read more
  Read less",2018-12-30,
"Fue el peor hotel que e ido en mi vida y no volver�a a ir
  
  Read more
  Read less",2018-12-30,
"The best location right next to Madison square gardens, five minutes from Macy�s and the Empire State Building. Room was modern and very clean, with a view of Empire State Building. The room was quite small and there was a bit of damage to the wall but apart from that was great. Staff were helpful and even gave us a bottle of bubbly for our honeymoon. Would stay here again. 
  
  Read more
  Read less",2018-12-30,
"Me and my girlfriend decided to stay at New Yorker. But Our rooms was way too small. Plus our tv was outdated. I will not chance it on staying at here again 
  
  Read more
  Read less",2018-12-30,
"Camas con colchones malos, habitaci�n antigua, las ventanas no sellaban. Suelo y paredes y ventanas con humedad constante
  
  Read more
  Read less",2018-12-30,
"From the moment we walked in this was not what we expected. The lobby was dingy, old and dirty. There was not a sense of welcome felt at all. The check in service was horrible. The staff was rude, did not explain the hotel or facilities, did not explain additional fees. 
 Once we headed to the room as soon as the elevator doors opened we were more disappointed. There was peeling paint, dirty walls and carpet and a horrible smell. The room was even worse. The carpet did not feel clean, the walls were dingy, the bathroom was not clean. The mattress looked old and outdated. During our stay the hot water stopped working multiple times and required us to call several times. Only once did maintenance show up. 
 The lobby staff was not helpful, were always mad and very unfriendly. My daughter is on crutches and we asked to use the lobby restroom. There weas only an escalator and they did not have an accessible means to reach the restroom. The security staff was unhelpful and they thought we may be able to use the service elevator. 
 
 We spoke to the manager and he was very unhappy and did not seem to care about our concerns. This hotel was a bid disappointment. We expected more from a Wyndom and more for the price we paid
  
  Read more
  Read less",2018-12-30,
"Very high quality hotel in excellent location - right next to Penn Station with a) multiple subway lines going all over NYC and b) direct train links to Newark and JFK airports. will definitely stay here again
  
  Read more
  Read less",2018-12-30,
"The room is very small for the price I�ve paid for. The toilet is ways too low for the standard size. The shower faucet water temperature valves controlled needs to replace.
  
  Read more
  Read less",2018-12-30,
"I like the proximity to Disney Springs it is the selling point along with the extra magic hours for the Disney parks as well.
  
  Read more
  Read less",2018-12-30,
"Ok let�s just start by saying if you don�t book your room in the TOWER forget it!,,you will not be happy. I had no idea that they only remodeled the tower part of the hotel. The side rooms facing the parking lot is so old, dirty and bad it feels like you are staying at a cheap motel. After checking in at 3:00pm we went straight to Disney Springs walking- I came back at 11:00pm our shower didn�t work, the fridge was noisy. So went to the lobby complained they changed my room- we moved all of our luggage to the new room- guess what another horrible room- went back down to the lobby and by now 3 other guests were there complaining. Finally they put us in a let�s juat say decent room. 
 
 I only know about the tower rooms because we had a couple traveling with us that stayed in the tower. Amazing room- clean- big- quiet!!! 
 
 Ps. One side of the hotel is direct to parking lot ( OH YOU PAY EXTRA $15,00 per DAY FOR PARKING YOUR CAR!) the other side is the VALET PARKING they keep beeping the car horns to find them all day and night horrible!
 
 I only recomend this hotel if you book your room in the TOWER!!!!
  
  Read more
  Read less",2018-12-30,
"30 mins to check in
 No housekeeping staff on duty
 Unhygenic
 1 queen bed given instead of 2
  
  Read more
  Read less",2018-12-30,
"Muy bien ubicado, la habitaci�n sucia y el personal de limpieza dos d�as no nos tendi� una de las dos camas, el ba�o ten�a una fuga.
  
  Read more
  Read less",2018-12-30,
"This hotel is located in an excellent shopping area with a CVS, Khols, Dress Barn, Carter & Childrens Place and a lot of food options like Boston Mkt Apple Bees Five Guys Starbucks and the AMC7 is 5mins walk. The breakfast was okay enough fresh option everyday. Staff was helpful and hotel room was cleaned daily. I would definitely stay again if in NY Queens Area.
  
  Read more
  Read less",2018-12-30,
"Within walking distance to Disneyland, and a Walgreens conveniently across the street to pick up snacks and last minutes items. The staff was always friendly and the rooms were clean and comfortable! Highly recommend this hotel with on-sight parking!
  
  Read more
  Read less",2018-12-30,
"Overall property was very deceiving from online. Homeless people sleeping on sidewalks and people in parking lot asking you to buy drugs.
  
  Read more
  Read less",2018-12-30,
"Over priced and rooms are small and noisy. The room should not have been that much for what you were getting
  
  Read more
  Read less",2018-12-30,
"Clean rooms and goos overall service
  
  Read more
  Read less",2018-12-30,
"This resort has always been one of my faves to stay. I never have any issues and the the hotel staff is constantly friendly and respectful at all times. My room is always clean and because of my past stays, I was upgraded to an even better suite. It�s not to far from any of the main attractions and right next door to a good convient store. I recommend to anyone who doesn�t want to deal with so much traffic but still be close to everything. 
  
  Read more
  Read less",2018-12-30,
"Shuttle to the park was great. Staff nice. Pool great. Proximity to Starbucks and other restaurants was wonderful,
  
  Read more
  Read less",2018-12-30,
"Hotel staff was very friendly and helpful. Located close to Disney parks and Disney Springs. Restaurant in lobby was amazing. Room was spacious. Bed was very comfortable. 
  
  Read more
  Read less",2018-12-29,
"Plenty of recreational opportunity that's freely available to all guests. Staff has been very courteous and helpful. Housekeeping needs improvement; standard amenities were not all restocked especially water bottles and towels
  
  Read more
  Read less",2018-12-29,
"No microwave even if you are ready to pay extra. We had small kid who ask for milk in middle of night and needed one. Also one day we wake up and seeing bathroom sink is overflow and water coming out of it. After they check they found its drainage clog in adjacent room causing water clog in our room
  
  Read more
  Read less",2018-12-29,
"Staff not so friendly 
  Watch out for final invoice. They might charge unnecessarily 
  
  Read more
  Read less",2018-12-29,
"Very nice hotel!!!! My son and I loved it. You can see the Disney World Fireworks from the balcony. Nice bed and tv. Breakfast buffet was delightful and free for kids under 5. Which is a plus. Amazing view. Definitely will be staying again!!!
  
  Read more
  Read less",2018-12-29,
"Habitacion del lando a la nuestra habia un perro que no nos dejo dormir. Pese a informar en recepcion, el rpoblema continuo la noche posterior.
 Habitacion demasiado peque�a y antigua
 Colchones de demasiado usados. Pedimos camviarlonluego de amanecer con dolor de espalda por el mal soporte que daban los colchones.
  
  Read more
  Read less",2018-12-29,
"??? ?? ??? ??? ???? ???? ???? ?? ? ????? ??? ??? ??? ????? ?? ?? ?????? ??? ?????. ?? ????? ??? ????? ?????. ??? ????? ???? ??? ??????. ??
  
  Read more
  Read less",2018-12-29,
"Chambres petites mais agr�ables. Tr�s propres. Demandes respect�es � savoir �tages �lev�s avec vue. Cet h�tel est � recommander
  
  Read more
  Read less",2018-12-29,
"Las instalaciones no son lo que presentan en la oferta. Poca informacion en check in en recepcion. cobros adicionales a la hora de llegada que se especifican en la oferta, cobro de parqueo. Bonita recepcion pero habitaciones desagradables.
  
  Read more
  Read less",2018-12-29,
"Nothing unique about this property. It was too regular a hotel for the money spent. Also, do not, I repeat, do not get involved in the timeshare scam they want you to go to. Use your vacation time doing better things than this; there were way too many great expectations and way too many pit falls to the program.
  
  Read more
  Read less",2018-12-29,
"Beautiful and spacious, the night manager was Amazing in helping me have a wonderful stay.
  
  Read more
  Read less",2018-12-29,
"Very friendly staff. The area was clean and we'll stocked
  
  Read more
  Read less",2018-12-29,
"The hotel staff were really friendly. The Lobby was clean, as were the elevators and hallways. The room was clean but calling it a room seems a stretch. An oversized closet would be a more appropriate description. The entry door swing came within inches of the back of the room. Of all the places I've traveled I've never stayed in a closet. Even more annoying than the tiny room was the poorly hung shower curtain. The curtain rod was placed to the inside of the tubs edge. So not only are you in a shower about the size of a travel trailer but the curtain touches and sticks to you the entire time. The afternoon of our second day we returned to our closet around 5 only to find that the cleaning service had skipped us. Luckily the cleaning lady was just down the hall so getting fresh towels was easy but it was none the less disappointing. I didn't spend a fortune but I definitely paid more than enough to get a room, not closet and clean towels. Thank goodness I wasn't there to spend much time in the room. The area around the hotel has adequate options for food that are within walking distance. I stress walking because there's little to no parking around the hotel. The hotel offers parking, at $25 per night. I paid it one night but the space I was told to park in took me almost 20 minutes to work into. I felt like Austin Powers trying to get my vehicle turned into the spot. The next day I had to drive over the curb to exit because of the way other vehicles were parked around me. 
  
  Read more
  Read less",2018-12-29,
"Hotels.com did not specify that it is an outdoor hotel. It is cold in Orlando and the pool is not heated. The rooms looked great in photos but were run down and did not have central A/C. The lobby is separate from the rooms, but they do give you a free parking pass. They charged my card on file despite already paying in person at the hotel. It is close to Universal and the Orlando Preminum Outleta but about 25 mins from Disney Epcot. No accommodations or discounts for being service members.
  
  Read more
  Read less",2018-12-29,
"Ubicaci�n perfecta, personal excelente pero las condiciones de las habitaciones no muy buenas en t�rminos de limpieza.
  
  Read more
  Read less",2018-12-29,
"Every thing was nice and clean and all the restaurants shops are close by staff attitude very good.
  
  Read more
  Read less",2018-12-29,
"The hotel staff was really nice and accommodating. However, the room wasn�t cleaned. It looked as if they didn�t vacuum and I had to switch rooms.
  
  Read more
  Read less",2018-12-29,
