Review,Sentiment,Confidence Score,Emotion1,Emotion_conf1,Emotion2,Emotion_conf2,date,Location
"It was great i thought it would be a low budget resort based on ratings and judging by the exterior but it was great the room and the view was beautiful and the amenities they offer are great. Also the restuarant in the hotel or directly next to it is so delicious i hardlly had any reason to leave the facility
  
  Read more
  Read less",POSITIVE,0.9996472,satisfied,0.416430593,upset,0.195658714,30-12-2018,New york
"I loved the location. Service was lacking. Towels were hard to get for some reason. Phones were not in working order and cable was out for 2 days.
  
  Read more
  Read less",NEGATIVE,0.998824239,upset,0.563049376,happy,0.254448891,30-12-2018,"Dallas, Texas"
"Property had many pools and restaurants around the lake. They room was a good size and quieter than most hotel rooms. Staff was helpful in giving me information on 3 separate occasions. Bus to Disney is free and driver gave out free water which I used the entire day.
  
  Read more
  Read less",NEGATIVE,0.92231369,upset,0.481911719,satisfied,0.224270582,29-12-2018,"Huntington Beach, CA"
"The kids in room 2023 next to mine, were screaming and running all over our floor. The parents seemed to be doing little to stop these activities. At 10am this morning, with a �Do not disturb� sign on my door, I was awakened to the sounds of kids screaming at the top of their lungs running around outside on the landing and in their room. It is no wonder more restaurants are now kid restricted. Clean hotel, maintained ok, but terrible if you want some peace and quiet.
  
  Read more
  Read less",NEGATIVE,0.994385302,upset,0.812801838,anger,0.137494534,29-12-2018,"Atlanta, GA"
"They charge resort fee , bathroom flush was not working , once you check in , after that not even coffee cups are placed during room service.
  
  Read more
  Read less",NEGATIVE,0.998548687,upset,0.841767728,anger,0.134911597,29-12-2018,Houston Tx
"this place was dirty, they never cleaned our rooms even though they took our tips every time.
  
  Read more
  Read less",NEGATIVE,0.9979316,upset,0.867337942,anger,0.108599573,29-12-2018,Canada
"The hotel is close to the parks.not much to do at night .no entertainment. And expensive...
  
  Read more
  Read less",NEGATIVE,0.999672771,upset,0.689960182,anger,0.200046822,28-12-2018,NY
"Am ""Ungen�gend"" wegen des ersten Zimmers """"vorbeigeschrammt"". Zun�chst erhielten wir ein Zimmer, dessen Fenster defekt war und durch das es so zog, dass es eisekalt war. Kurz: Klein, dunkel, muffig, kalt. Wir waren entsetzt. Nach Reklamation (sehr nette Rezeptionistin) bekamen wir ein tolles Zimmer, gr��er, hell, warm und mit sch�nem Ausblick. Dewegen haben wir jetzt mit ""Sehr gut"" bewertet. Hotellage ist top und verkehrsg�nstig! F�r das Fr�hst�ck empfielt sich das Bistro "" 'Essen"" ca. 100m 8th Ave Richtung Uptown.
  
  Read more
  Read less",NEGATIVE,0.99390316,upset,0.787632704,anger,0.095240049,28-12-2018,"Magdeburg, De"
"Super close to Disney springs... very short walk (basically across the street). The bus service was fairly reliable. Being there at Christmas made some of the pick ups at the end of the day a little hectic. But the hotel was great and the staff was top notch!
  
  Read more
  Read less",POSITIVE,0.974919736,satisfied,0.387402415,upset,0.367689759,28-12-2018,Ft Walton Beach
"Hotel bien situ� et ideal pour sejour de 3-4 jours
 Piscine chauff�e et bain tourbillon tr�s appr�ci�..
  
  Read more
  Read less",NEGATIVE,0.994770408,satisfied,0.486296654,upset,0.241459921,28-12-2018,Montreal
"Given no help with finding room because receptionist seemed new and uncertain
  
  Read more
  Read less",NEGATIVE,0.999419808,upset,0.844584942,anger,0.127712354,27-12-2018,gb
"Loved the facility 
 Thought the neighborhood wasnt the nicest
 But great anyways
  
  Read more
  Read less",POSITIVE,0.563620985,upset,0.398236662,satisfied,0.233504057,27-12-2018,Yakima Washington
"Had a couple of problems but these were rectified. Checked in & given room cards but no explanation as to where we had to go, so had to ask at the information desk.
  
  Read more
  Read less",NEGATIVE,0.999686837,upset,0.787619352,anger,0.092664912,27-12-2018,Northampton
"Great location, excellent views. Staff was very courteous & helpful. They made our stay wonderful!!
  
  Read more
  Read less",POSITIVE,0.999785841,upset,0.434524626,satisfied,0.251538038,27-12-2018,"Fairfax Station, VA"
"Was nice. Sunset area is outdoors though so be careful when booking. Sunrise rooms are so much nicer.
  
  Read more
  Read less",POSITIVE,0.973761857,upset,0.503442109,anger,0.181223378,27-12-2018,Washington DC
"Great location, 5 minutes' walk from Times Squsre, 2 minutes' from Penn Station.
  
  Read more
  Read less",NEGATIVE,0.987123907,upset,0.58419472,anger,0.179586798,26-12-2018,England
"Style and comfort was quite nice. Floor to ceiling windows puts it over the top with a tremendous view. Can't grade the amenities because I have only slept there and not much else. More cable channels and more value promotions would be my recommendation for the future.
  
  Read more
  Read less",POSITIVE,0.991999388,upset,0.557409346,happy,0.228040025,26-12-2018,Flushing
"Nice hotel my family and I stayed had no issue at all.
  
  Read more
  Read less",NEGATIVE,0.982561827,upset,0.336380392,satisfied,0.318233103,25-12-2018,"Williamstown, NJ"
"The view was beautiful and it was a great location for flying out of John Wayne Airport.
  
  Read more
  Read less",POSITIVE,0.997921228,upset,0.656564474,satisfied,0.159245268,25-12-2018,Rice Lake WI
"Very clean, staff were very pleasant, welcoming snd helpful. Check in and out was easy. Amazing location.
  
  Read more
  Read less",POSITIVE,0.999658704,upset,0.421272278,happy,0.257269293,24-12-2018,"London, gb"
"The lobby is beautiful. The staff is nice and the rooms seems clean. But the rooms are small and cheap and old. No amenities. Not even water. Anywhere else in the country this would be a Motel 6 level room.
  
  Read more
  Read less",NEGATIVE,0.997862995,upset,0.758741319,anger,0.136597142,24-12-2018,NY
"History and legacy! Location and convenience! Pleasantly surprised by professionalism displayed by staff!
  
  Read more
  Read less",POSITIVE,0.879713118,happy,0.626309395,upset,0.212331027,24-12-2018,"Farmington, Mn."
"This hotel is literally the closest to all the action in Disney springs. You just walk across the walking bridge and you�re there. Plus they offer a free shuttle to Disney parks. The price is awesome. The rooms are a bit small, but you CANNOT beat the price. There is a $25 resort fee and $20 all day in and out parking. Still the best price.
  
  Read more
  Read less",POSITIVE,0.995688379,upset,0.380689263,happy,0.291523367,24-12-2018,"Spring, tx"
"Awful experience, definetely not going to book another stay at this property, lobby looks nice until you walk up to the building where the room is located, can only compare it to a motel, room had a musky odor, twice throughout my stay staff (not cleaning staff) tried to open my room early in the morning, they charge you resort fees yet the internet never worked. My great Disney vacation was ruined by the bad experiences in this hotel.
  
  Read more
  Read less",NEGATIVE,0.999493182,upset,0.748006105,anger,0.206216201,24-12-2018,"Frisco, TX"
"This property is excellent, clean, well maintained, staff is top notch, facilities are in perfect conditions. Excellent choice!
  
  Read more
  Read less",POSITIVE,0.999351501,satisfied,0.67789191,happy,0.235869348,23-12-2018,"Toronto, ON"
"Great location, close to penn station and a few blocks from Macy's and within walking distance of Times Square. Rooms were rather small, especiallly if more than two people are in the room. Also rooms were a little outdated, although very clean.
  
  Read more
  Read less",NEGATIVE,0.994812608,upset,0.628727138,anger,0.171214774,23-12-2018,"Manchester, UK"
"Very friendly staff. Very clean room. View could have been better, but didn�t spend time in room much anyway. Bed was very clean and comfortable. Would definitely stay here again.
  
  Read more
  Read less",POSITIVE,0.905607224,upset,0.415648788,satisfied,0.27881223,23-12-2018,"Portland,Me area"
"The hotel is very old. Pictures on the website are misleading, the rooms look spacious in them but in reality they are so small you barely have space to walk in the room. Probably an 12x12 room with a super small bathroom. I�m not sure where they get the 4 star hotel from.
  
  Read more
  Read less",NEGATIVE,0.999404371,upset,0.731426358,anger,0.194337189,23-12-2018,"Waco, TX"
"The hotel is in a great location, literally across one bridge from Disney Springs and the foyer and main section of the hotel are beautifully decorated with great facilities, it's very welcoming! I was on a ground level room, and it does feel slightly 'motel' at first glance as the room was in a block and the car park was directly in front of it, however inside was a great standard, nicely furnished (a little dark of my own choice as I didn't want to open curtains onto the car park) and the shower was great. 
 
 Everyone I encountered working was friendly and happy to help, and the bus services to the parks were great and easily on par with the Disney service (which was one of my worries) as long as you don't mind visiting multiple parks on your way to the one you're going to (tip: if you want to go to Epcot, but missed that bus, get the Magic Kingdom one as it drops you at the monorail station for Epcot too, then get a bus to Disney Springs back later as you can walk from the stop to the hotel easily).
 
 For the price and location I was happy to overlook the room location, and if you're going to spend most of your time at the Parks you'll only really be there at night, so it's not as much of an issue as I first expected! I'd definitely consider staying again!
  
  Read more
  Read less",POSITIVE,0.999821305,satisfied,0.421204835,happy,0.393601775,23-12-2018,Surrey UK
"Staff was pleasant and helpful. Hotel was clean and comfortable. Very pleased. Great location to Madison Square Garden and the subway.
  
  Read more
  Read less",POSITIVE,0.999834299,satisfied,0.496114045,happy,0.281156659,22-12-2018,Pennsylvania
"Just blocks from Times Square and Rockefeller Plaza. Right across the street from a NYPD station.
  
  Read more
  Read less",NEGATIVE,0.99810648,upset,0.649874449,anger,0.179049402,22-12-2018,"Gainesville, VA"
"Staff was friendly, hotel was in a great location and it was very cool to know the history of Nikola Tesla who lived and lived the New Yorker
  
  Read more
  Read less",POSITIVE,0.999053299,upset,0.352329969,satisfied,0.345306158,21-12-2018,Chicago
"Excellent service and location. Extremely comfortable bed and slept thru entire night. Will be here again in February, 2019.
  
  Read more
  Read less",POSITIVE,0.971236169,satisfied,0.423588514,upset,0.25252077,20-12-2018,"Berkley, MA USA"
"Loved the friendly staff, location and price for such a beautiful Hotel!
  
  Read more
  Read less",POSITIVE,0.995134652,satisfied,0.452195793,upset,0.243959948,20-12-2018,"Orlando, FL"
"hotel accueillant charg� d'histoire, tr�s bien situ�e. Vintage et d�paysant. Nous avons ador�. 
 Seul b�mol les salles de bains hyper vieillote
  
  Read more
  Read less",NEGATIVE,0.99034518,satisfied,0.652237833,upset,0.190344557,20-12-2018,Cannes
"Muy buena la estancia como siempre. Muy c�moda la habitaci�n y el personal muy jy
 Amable. 
  
  Read more
  Read less",NEGATIVE,0.997083008,happy,0.535639703,satisfied,0.407440513,20-12-2018,Panam�
"Holiday decorations were nice, hotel was clean, room was nice
  
  Read more
  Read less",POSITIVE,0.947245419,happy,0.32928586,upset,0.281790674,20-12-2018,"Bronx, ny"
"Very well appointed facility. Pleasing decor. Quick walk to Penn Station and other desirable sites. The floor felt a tad gritty and there was a lipstick smudge on a pillow case (probably a stain left after cleaning, but still off putting).
  
  Read more
  Read less",NEGATIVE,0.953199387,upset,0.674701929,happy,0.244871512,20-12-2018,Boston
"New York staple.. great hotel but rooms are dated. A bit difficult to get a lyft to pick you up at certain times of the day. Other than that, decent .. rooms and bathrooms are pretty small in the older rooms ..
  
  Read more
  Read less",NEGATIVE,0.995902121,upset,0.616006672,anger,0.240293354,19-12-2018,San Francisco
"I booked for 1 king bed for 3 nights thru Expedia but was given 2 full beds. Requested for any available king or queen beds for the next night but was told no available requested bed every night we were there. We were told a reservation for a king bed is not always guaranteed if it is not book thru them. The place was clean, accessible, room service was great except our reservation for king bed was not provided. We were given double beds instead due to no available king bed. Me and my husband have to sleep separate beds throughout the stay.
  
  Read more
  Read less",NEGATIVE,0.860064447,upset,0.79880774,anger,0.132245868,19-12-2018,las vegas
"This is our ""go to"" spot for when we go to Disneyland. It's super close, and the staff take care of us! Thank you Stacey Bui for remembering it was my daughters birthday, and Harlow was nice enough to share the chocolate!
  
  Read more
  Read less",POSITIVE,0.997374773,upset,0.541584611,satisfied,0.198670983,19-12-2018,"Carmichael, CA"
"Hotel interior was amazing and the woman who checked me in was extremely sweet and helpful. The only complain was that we couldn't use the luggage carts without a staff member so we had to wait for someone to be available. In the end it was just faster to carry it ourselves.
  
  Read more
  Read less",POSITIVE,0.990915954,upset,0.628478944,happy,0.170458511,18-12-2018,"Miami, FL"
"I truly was disappointed when I checked in. The pictures were nothing like what the hotel was. The pictures made it seem as if the hotel would be a 4 star and it was way more like 2. The lobby was nice but everything else seemed very very old, broken, and outdated.
  
  Read more
  Read less",NEGATIVE,0.999598563,upset,0.810753405,anger,0.153029263,18-12-2018,"Boston, us"
"The location and cost was awesome
 and is a great value in comparison to your competition. What I didn�t like was the landscaping.
  
  Read more
  Read less",POSITIVE,0.996229172,upset,0.742700934,anger,0.109523281,18-12-2018,"Tampa, Florida"
"Thought I was booking bonnet creek 
 Not the grand 
 Photos showed kitchen and suite 
 That is not what I received
  
  Read more
  Read less",NEGATIVE,0.999494135,upset,0.874432623,anger,0.102073573,17-12-2018,Rochester
"There were crusties on the inside comforter!! Thankfully in the closet was an extra comforter
  
  Read more
  Read less",NEGATIVE,0.996442378,upset,0.931098461,anger,0.051178277,17-12-2018,Rochester BY
"Mohammad at Reception/front desk was very welcoming and efficient. Got our visit and stay in New York to a great start.
  
  Read more
  Read less",POSITIVE,0.999715745,satisfied,0.371909916,upset,0.327416122,17-12-2018,"jacksonville, Fl"
"Hotel lobby is very nice and welcoming. Room was ready extremely early which worked out for us. Check in was quick and easy. Super close to Disney springs and a good value. My only issue were that the elevators to get to our room were broken had to take stairs, it happens no big deal. And the room had a strong smell of cleaner, which was not huge deal but hit you like a brick when you first walked in. All in all though, very pleased.
  
  Read more
  Read less",POSITIVE,0.999217153,satisfied,0.350119799,happy,0.305442274,17-12-2018,"Tampa, Fl"
"The rooms were not worth the price. Very basic and a tiny bathroom with a flimsy sliding door. Lobby was pretty but had an awful smell from the bad air freshener that they use. Bus that they use to transport people to the park was playing a graphic movie which was inappropriate for young children. Also part of the bus collapsed on a woman�s head.
 Overpriced and certainly doesn�t call for a resort fee on top of the nightly fee.
  
  Read more
  Read less",NEGATIVE,0.999607742,upset,0.709969938,anger,0.165017426,17-12-2018,"miami, us"
"conveniently situated for midtown Manhattan, close to attractions and shops. Very courteous staff. lots of hotel history
  
  Read more
  Read less",POSITIVE,0.888625741,upset,0.574212432,anger,0.241549522,16-12-2018,"Whitley Bay, gb"
"Liked the fact they checked room keys before letting people to the elevator
  
  Read more
  Read less",NEGATIVE,0.949108243,upset,0.302215934,satisfied,0.263674617,16-12-2018,"Liverpool, NY"
"Couple of items fix like blind was not working, breakfast need more improvement should put out yogurt.rooms are too small
  
  Read more
  Read less",NEGATIVE,0.999103725,upset,0.843775153,anger,0.097098455,16-12-2018,"New Jersey , us"
"Very nice staff. It was also clean and a nice quaint feeling. I would definitely stay here again.
  
  Read more
  Read less",POSITIVE,0.99947381,upset,0.46995458,satisfied,0.260147274,16-12-2018,"Jacksonville, fl"
"The Good:
 Friendly staff, especially the night front desk clerk
 Great location for Disneyland
 Freshly renovated property
 Fairly large rooms with good views
 The coffee shop prices are extremely reasonable
 
 The Bad:
 The coffee shop sells Seattle's Best
 The towel hook in my room was partially pulled out of the wall. 
 Elevators are pretty slow
 Limited parking
 
 The Ugly
 We did see a quite large roach in the hallway, although that could be due to the renovations
 There are some homeless floating around the parking lot, but they are harmless
 Road construction makes getting into the property a little challenging
  
  Read more
  Read less",NEGATIVE,0.992487133,upset,0.544675648,happy,0.281869978,16-12-2018,"Denver, CO"
"Great service, nice rooms, the area around it is a nosier and the hotel is located in a sketchier area than we anticipated. Also, the resort is more of a motel style than a typically hotel. Overall was worth the price!
  
  Read more
  Read less",NEGATIVE,0.516995132,satisfied,0.587951899,upset,0.205121368,16-12-2018,"Orlando, Florida"
"Good location... rooms are small though but clean and comfortable. Staff were very courteous
  
  Read more
  Read less",POSITIVE,0.996238291,upset,0.461149633,satisfied,0.188648939,15-12-2018,Trinidad
"Close to Penn Sration and subway connectivity. Hotel is slightly outdated, will be good to provide coffee maker in room without calling to the desk.
  
  Read more
  Read less",NEGATIVE,0.997586668,upset,0.659663022,satisfied,0.132724613,15-12-2018,NYC
"Initially enjoyed the experience. Problems appeared with the room late in the night as Inwas in the bar for a few hours prior and had only stopped to drop off my bags with my wife before heading down to enjoy martinis.
 
 When getting back upstairs I noticed it was pretty cold in the room. To correct this I turned on the heat a bit higher, as the night went on the room became colder, attempted to walk down to the lobby but saw it was empty for more than 5 min, went upstairs to figure it out on my own. Long story short, the room got to 58 degrees before someone allowed me to start the process of changing rooms around 2am. Originally the issue was that there wasn�t enough staff to help me, the person on the phone finally came up with enough complaining.
 
 I got to another room that was 78 degrees after being in a room that was almost 55 degrees. Once the staff member entered the room they were surprised it was in fact broken. My night and morning were spent dealing with this, preventing me from getting anything done, I ended up fighting the clock to get my work done before check out, when checking out, I tried to communicate my night to the staff member who was actively avoiding that convo as she never even asked how my night was. I ended. Up finishing my work in the lobby until my morning meeting.
 
 It�s a great hotel and the perfect location in relation to my clients. Also, rooms can�t all be perfect, just would have been nice for a much better communication and response.
  
  Read more
  Read less",NEGATIVE,0.968375862,upset,0.672879517,anger,0.150151029,15-12-2018,"RSM, USA"
"Was close to everything, but sure could use an update
  
  Read more
  Read less",NEGATIVE,0.998379529,upset,0.851363242,anger,0.092230789,14-12-2018,New York
"Our room was unclean and freezing cold and took numerous complaints before we were given another room
 
 Showers could not be regulated
  
  Read more
  Read less",NEGATIVE,0.999365568,upset,0.86905247,anger,0.104165338,14-12-2018,Uk
"The location of this hotel was fabulous. Being right across the walk bridge to Disney Springs and then being able to use the Disney transportation options was The room wasn't anything to speak of (no pictures on the wall, very drab), but who stays in the room when you are in Disney? My only real complaint was check in. We arrived very early and I was certain the room would not be ready but the lady that checked us in said since check out was at 11:00 and we had arrived so early we would be the first to check in when a room was available. At 2:30 I checked back and was told we were second in line, but I had seen others checking in and receiving rooms. At 3:45 while standing in line again to see if a room was ready there were two other check ins, both with the same room I had reserved, and they were checked in immediately and given keys. When I explained this to the clerk, I immediately had a room. Of course, I was suppose to have received a phone call when the room was available (hours prior to this) and never received one. They need to improve the check in process if you ask me.
  
  Read more
  Read less",POSITIVE,0.967908859,upset,0.701103568,anger,0.18527393,14-12-2018,"Stafford, VA"
"I clean descent place to stay and a beautiful lobby. But the rooms are really noisy, you can hear everything and thats not a good thing if you want to rest. The parking its pretty far, and if you are in sunrise section you had to cross the hotel to get to your car.
  
  Read more
  Read less",NEGATIVE,0.99811101,upset,0.571558237,satisfied,0.192284927,14-12-2018,"Ponce, PR"
"Beautiful hotel and great location! Close to Disney and Disney Springs!
  
  Read more
  Read less",POSITIVE,0.970220208,upset,0.692814887,anger,0.12625894,13-12-2018,"lutz, fl"
"This is my favorite hotel in the area. The hotel was not busy this time of year so we were offered an upgrade and the staff was very nice.
  
  Read more
  Read less",POSITIVE,0.999472022,upset,0.489112556,satisfied,0.286406428,13-12-2018,"Wayne, NJ"
"Hotel complex is beautiful. Could find plenty to do without leaving the grounds. The staff was very helpful and friendly. I would recommend it to everyone
  
  Read more
  Read less",POSITIVE,0.999610126,upset,0.398271739,happy,0.218494058,12-12-2018,Lehigh Acres Florida
"The covers had a orange stain on them, and the employee at the service desk charge me twice
  
  Read more
  Read less",NEGATIVE,0.997688711,upset,0.86206454,anger,0.122609161,12-12-2018,Mississippi
"Beautiful old style hotel, lovely decor, fabulous location, staff are lovely and friendly and very accommodating, we had a 2 double bed metro room, the beds were sooo comfy and we are fussy sleepers, house keeping do a good job, only quibble would be the bathroom , it was a bit worn, and in need of tlc, was inkeeping with the style but bath scratched and worn, tiles worn n grubby, bathroom tiny, knees touch the door if its open whilst on the loo... but not a problem really, just thought i�d mention it, concierge called Catherine was our favourite, she knew where everything was and what subway to go on to wherever you needed, and was super friendly too... we had emailed and asked for a view of the empire state building months in advance because it was to be our teenage daughters first time in America, and they didn�t disappoint, we had a spectacular view and also a view out the side of the hotel of Madison square gardens, would definitely stay again, the diner attached to the hotel Tik tok diner was ok too, friendly clean, and food not bad, perfct for a quick bite and ooen 24/7 too. The hotels christmas tree and general christmas decor is beautiful not OTT just lovely, they also have a little museum downstairs showing memorabilia and utensils, photos, posters etc from days of old at the New Yorker, well worth a look, a definate must stay from us, and would again.
  
  Read more
  Read less",NEGATIVE,0.980622768,satisfied,0.342031837,upset,0.304567367,12-12-2018,Southend-on-sea Essex
"Not sure what the $25 ""resort fee"" was about; this property had the same standard amenities as every hotel in the area.
 Otherwise, we would recommend.
  
  Read more
  Read less",NEGATIVE,0.9938218,upset,0.658785105,satisfied,0.142264411,12-12-2018,"punta gorda, fl"
"Only stayed for one night but hotel was clean and the beds where comfortable.
  
  Read more
  Read less",NEGATIVE,0.91884768,upset,0.531105459,satisfied,0.275153607,12-12-2018,Ayr Scotland
"Rooms are renovated and very clean. Property from the outside looks a bit run down.
  
  Read more
  Read less",NEGATIVE,0.9990713,upset,0.634902894,satisfied,0.189666361,11-12-2018,"San Diego, us"
"Good and clean. Deposit fee needs to be addressed and parking also.
  
  Read more
  Read less",NEGATIVE,0.985657096,upset,0.431318074,happy,0.35357213,10-12-2018,"Hollywood, Fla"
"Recommend the property at Bonnett Springs highly...beautiful grounds, great setting, close to most things....Staff is wonderful
  
  Read more
  Read less",POSITIVE,0.999659002,satisfied,0.497758776,happy,0.251438409,10-12-2018,"Calgary, ca"
"There was no elevator, I have a mother who is disabled but she did not stay with us this time. If she had she would have had a hard time climbing the stairs. It was a hassle for my boyfriend and I just hauling our luggage up taking multiple trips. The bar was decent though and staff were friendly.
  
  Read more
  Read less",NEGATIVE,0.607826352,upset,0.682494104,anger,0.147100806,10-12-2018,Dinuba California
"Very convenient to House of Blues. The front desk staff were friendly but the Valet staff were awesome! Very helpful in getting us parked and hooked up with a ride to our show we were running late for.
  
  Read more
  Read less",POSITIVE,0.99578172,upset,0.647306502,happy,0.154140785,09-12-2018,Tampa FL
"Enjoyed our stay. Construction on the street in NYC is nothing new. Didnt really affect our travel. Young concierge was helpful. We DID NOT get our wake up call the morning we traveled so that was unfortunate. Luckily we were able to rush and get out on time.
  
  Read more
  Read less",NEGATIVE,0.964679897,upset,0.43191573,happy,0.237360224,09-12-2018,Virginia
"Hotel un peu vieillissants, mais le comfort est correct et son emplacement de premier choix
  
  Read more
  Read less",NEGATIVE,0.99747932,satisfied,0.700424016,upset,0.245401844,08-12-2018,"Antony, FR"
"fabulous hotel convenient to everything .. I highly recommend it !!
  
  Read more
  Read less",POSITIVE,0.999221027,upset,0.402312666,happy,0.353322625,08-12-2018,MIGNANEGO - GENOVA - ITALIA
"Love that it�s around the corner from Disney Springs. And that they have characters for breakfast
  
  Read more
  Read less",NEGATIVE,0.976963162,happy,0.373494148,upset,0.340545207,08-12-2018,San Antonio Tx
"Close to Disney Springs. Nice staff. Pretty Christmas decorations. Comfortable bed.
  
  Read more
  Read less",POSITIVE,0.961339831,upset,0.486804366,satisfied,0.207677677,08-12-2018,Orlando
"A lovely newly renovated hotel around 10 min walk to Disney gates. Lots of great food options nearby.
  
  Read more
  Read less",POSITIVE,0.992223203,upset,0.695188701,anger,0.125379443,08-12-2018,Brisbane
"I love everything i couldn't ask for a better Customer service
  
  Read more
  Read less",NEGATIVE,0.976105988,satisfied,0.557252288,happy,0.353446007,07-12-2018,Brooklyn
"I liked the fountain out front and the wonderful lobby area. They couldn�t find the bellboy to help me and my 89 year old mother with luggage. The pool area was lovely. I truly had no idea the rooms are outside access. Guess that�s what Garden means? They put us on the parking lot side but when I asked for a change to poolside (interior, quieter courtyard) they were able (luckily) to accommodate us. Rooms are nice. Front blind and curtain configuration strange. I am a person who notices small things like chipped paint, not keeping up appearances, etc. and there was some of that. Would I stay again? No, just because I don�t like outside access, it might not concern someone else though.
  
  Read more
  Read less",POSITIVE,0.99879241,upset,0.585065961,satisfied,0.151784301,06-12-2018,"Bethlehem, PA"
"Quiet spot close to the highway. Seems like they're slowly renovating the rooms - parts of the bathroom/flooring and some of the furniture looked newer/nicer than the rest. 
 
 Restaurant across the parking lot within walking distance. Coffee downstairs in the lobby in the mornings. The lady who checked me in rushed a lot and spoke really fast, but the lady who checked me out the next morning (Pamela) was very sweet and accommodating.
  
  Read more
  Read less",POSITIVE,0.813510358,upset,0.557829976,satisfied,0.218618438,06-12-2018,"Austin, TX"
"Excellent location. Great beds and good shower :) 
 Given a fantastic room with a Empire State Building view!
  
  Read more
  Read less",POSITIVE,0.999489248,upset,0.515110075,happy,0.194267228,05-12-2018,"Leicester, UK"
"Perfect location...excellent staff and accommodations!
  
  Read more
  Read less",POSITIVE,0.990645647,satisfied,0.70035392,happy,0.195318818,04-12-2018,"Cincinnati, Oh"
"Requested early check in . It was not available but they would call when room was ready. Okay to leave luggage at hotel . Called early afternoon clerk very rude no info on room returned to hotel at 4 pm long line of guests all waiting to go their rooms and waiting in line to get suitcases .front desk ridiculously rude. Hotel very expensive with no amenities or food service. Coffee shop attached to hotel very expensive. Overall condition of hotel property aweful
  
  Read more
  Read less",NEGATIVE,0.998927474,upset,0.686209381,anger,0.246096253,04-12-2018,"OS, Ms"
"Loved the location and the historical significance of the hotel. 
 Muhammad, the concierge, was instrumental in providing us with welcoming service. He acknowledged my birthday with a bottle of wine. Later he asked if we could use a coffee maker, and sent one to the room. He was very cordial and accommodating.
  
  Read more
  Read less",POSITIVE,0.99932164,satisfied,0.460578293,upset,0.243144646,04-12-2018,"Deptford, NJ"
"Sehr sehr sch�es Hotel in Toplage nah Empire State Building,Madison Square Garden und Maceys.
 Auch zum Times Square nur 10 Minuten .
 W�rde ich beim n�chsten Aufenthalt sofort wieder buchen.
  
  Read more
  Read less",NEGATIVE,0.997273386,upset,0.463015735,satisfied,0.189994171,04-12-2018,Ratingen
"Nice and friendly staffs. Room is clean and neat. Lots of parking. They have shutter to airport too.
  
  Read more
  Read less",POSITIVE,0.814420283,upset,0.416001707,satisfied,0.264144927,03-12-2018,"San jose, ca"
"Accommodating, super polite staff! Very convenient coffee ane dining options. Everything made easy by hotel - thank you!!
  
  Read more
  Read less",NEGATIVE,0.948065519,satisfied,0.369664818,happy,0.305954725,03-12-2018,"Hidson Valley, US"
"We took a girls trip to NYC with six adult women. The family room was just perfect for our needs. We had two nice size bathrooms and loads of places to sleep not to mention a bar and spacious sized rooms. Very convenient location to walking to all the sights and walking to our train station. I loved that we could store our bags while not checked in yet. Overall great jog TRYP.
  
  Read more
  Read less",POSITIVE,0.997261405,upset,0.340910554,satisfied,0.294972688,03-12-2018,Gainesville VA
"Great location if you�re going to Madison square garden or macy�s. Rooms are small but otherwise fine.
  
  Read more
  Read less",POSITIVE,0.997689247,upset,0.534199059,happy,0.178941369,02-12-2018,"lakewood, oh"
"The property was in a great location to travel anywhere from
  
  Read more
  Read less",NEGATIVE,0.552831709,upset,0.546492636,happy,0.159422249,02-12-2018,Regina Canada
"I had a wonderful time and the staff was wonderful to
  
  Read more
  Read less",POSITIVE,0.999584377,satisfied,0.432705939,happy,0.325373411,02-12-2018,White sulphur springs wv
"No maid service. I asked for something specific from the maid instead of cleaning and she never came back. Room service breakfast was 40 dollars. Bell man was not available when required. Room was very noisy. Despite there being many rooms available I think they gave me one of the worst ones because I got a deal from Expedia. Buffet breakfast was good and service was very nice.
  
  Read more
  Read less",NEGATIVE,0.952639103,upset,0.624329746,anger,0.264658272,02-12-2018,Victoria
"Hotel staff very professional And helpful Upon arrival
  
  Read more
  Read less",NEGATIVE,0.966274917,upset,0.31192866,anger,0.24446182,29-11-2018,"Phoenix AZ, us"
"Very nice hotel in the middle of Chinatown. Great view only steps away for our tour with Tours 4 fun the next morning!
  
  Read more
  Read less",NEGATIVE,0.670764029,upset,0.725176692,anger,0.144102037,29-11-2018,New York
"Hotel was great with the exception of no hot water in the shower.
  
  Read more
  Read less",NEGATIVE,0.7701056,upset,0.834379494,anger,0.08335577,29-11-2018,New York City
"Bathroom was disgusting leftover hair in the drain . Mold on the sliding rail. Room very cold no matter how high I put the heat on .
  
  Read more
  Read less",NEGATIVE,0.999497354,upset,0.951945364,anger,0.036636721,29-11-2018,"Long Island, NY"
"muy bueno todo. lo unico que el parking es costoso.
  
  Read more
  Read less",NEGATIVE,0.998334825,happy,0.653879583,satisfied,0.289614648,28-11-2018,panama
"View was great. Heating was broken in room. Woke up shivering and sick.
  
  Read more
  Read less",NEGATIVE,0.991256714,upset,0.82353884,anger,0.112028517,28-11-2018,"Atlanta, GA"
"I love the modern and state of the art design and furniture of the room. The bathroom doors that slide were a nice touch, and the bed was extremely comfortable. Also, the types of shampoos and body wash were so pleasantly scented.
  
  Read more
  Read less",POSITIVE,0.99978143,upset,0.386496097,satisfied,0.360428393,27-11-2018,The OC
